Order ID;Order Date;Order Priority;Order Quantity;Sales;Ship Mode;Customer Segment;Product Container;Ship Date
44935;17.11.2010;High;37;125,33;Express Air;Consumer;Small Box;18.11.2010
44995;06.08.2009;High;46;1219,2485;Regular Air;Home Office;Medium Box;07.08.2009
45989;23.08.2010;High;26;148,12;Regular Air;Small Business;Small Box;23.08.2010
49767;08.11.2010;Critical;43;634,38;Regular Air;Small Business;Small Box;08.11.2010
49767;08.11.2010;Critical;39;5196,19;Regular Air;Small Business;Medium Box;09.11.2010
49767;08.11.2010;Critical;7;50,47;Regular Air;Small Business;Small Box;10.11.2010
51239;23.02.2012;Low;48;4046,25;Delivery Truck;Consumer;Jumbo Drum;25.02.2012
51269;12.01.2012;High;2;21,07;Regular Air;Small Business;Small Box;13.01.2012
51269;12.01.2012;Critical;20;430,41;Regular Air;Small Business;Small Box;13.01.2012
54084;10.09.2011;Critical;3;160,52;Delivery Truck;Corporate;Jumbo Drum;12.09.2011
54307;08.01.2012;High;15;243,52;Regular Air;Corporate;Large Box;09.01.2012
54307;08.01.2012;High;14;3849,8;Delivery Truck;Corporate;Jumbo Box;09.01.2012
55014;01.11.2010;High;38;235,15;Regular Air;Small Business;Wrap Bag;02.11.2010
55845;21.07.2011;Low;29;4203,88;Delivery Truck;Home Office;Jumbo Box;25.07.2011
55846;20.07.2009;Not Specified;30;221,05;Regular Air;Corporate;Small Box;20.07.2009
57063;02.06.2011;Medium;26;173,78;Regular Air;Small Business;Small Box;02.06.2011
57063;02.06.2011;Medium;22;41,18;Regular Air;Small Business;Wrap Bag;04.06.2011
57093;02.05.2012;Low;3;18,97;Regular Air;Small Business;Small Box;09.05.2012
57093;02.05.2012;Low;47;744,64;Regular Air;Small Business;Small Box;09.05.2012
59329;04.12.2012;Critical;35;128,12;Regular Air;Corporate;Small Box;06.12.2012
59329;04.12.2012;Critical;25;165,62;Regular Air;Corporate;Small Box;04.12.2012
59329;04.12.2012;Critical;41;214,23;Regular Air;Corporate;Small Box;06.12.2012
59329;04.12.2012;Critical;41;214,19;Regular Air;Corporate;Small Box;05.12.2012
36;02.11.2011;Critical;46;2484,7455;Regular Air;Home Office;Small Box;02.11.2011
194;04.04.2012;Medium;49;329,03;Regular Air;Corporate;Wrap Bag;06.04.2012
194;04.04.2012;Medium;6;20,19;Regular Air;Corporate;Wrap Bag;06.04.2012
384;02.03.2012;Low;50;7666,04;Delivery Truck;Corporate;Jumbo Box;09.03.2012
774;03.12.2011;Critical;17;126,57;Regular Air;Small Business;Large Box;05.12.2011
1027;02.06.2012;Medium;19;1406,15;Delivery Truck;Home Office;Jumbo Box;04.06.2012
1060;20.02.2010;Medium;30;1187,55;Regular Air;Corporate;Small Box;22.02.2010
1280;10.01.2010;Low;40;827,27;Regular Air;Corporate;Small Box;10.01.2010
1764;24.03.2012;Critical;7;59,99;Regular Air;Small Business;Small Box;27.03.2012
1824;04.05.2009;Critical;39;10656,26;Regular Air;Corporate;Large Box;05.05.2009
1824;04.05.2009;Critical;2;17,06;Regular Air;Corporate;Small Box;04.05.2009
2503;19.06.2010;Medium;21;91,15;Regular Air;Corporate;Small Box;20.06.2010
2503;19.06.2010;Medium;46;171,48;Regular Air;Corporate;Small Box;20.06.2010
2503;19.06.2010;Medium;9;162,1545;Regular Air;Corporate;Medium Box;21.06.2010
4069;12.05.2012;Medium;8;54,43;Regular Air;Consumer;Small Box;14.05.2012
4069;12.05.2012;Medium;47;124,94;Express Air;Consumer;Wrap Bag;12.05.2012
4069;12.05.2012;Medium;30;78,46;Regular Air;Consumer;Wrap Bag;15.05.2012
4645;19.09.2009;Critical;30;920;Regular Air;Small Business;Small Box;19.09.2009
4645;19.09.2009;Critical;7;104,2;Regular Air;Small Business;Small Box;21.09.2009
4645;19.09.2009;Critical;11;3563,88;Regular Air;Small Business;Large Box;21.09.2009
5858;13.07.2012;Not Specified;48;2531,66;Regular Air;Small Business;Small Box;15.07.2012
5858;13.07.2012;Not Specified;29;5382,3105;Regular Air;Small Business;Small Box;15.07.2012
6304;11.08.2011;High;30;199,11;Regular Air;Corporate;Small Box;13.08.2011
6661;16.04.2010;Low;47;19224,92;Delivery Truck;Small Business;Jumbo Drum;20.04.2010
6661;16.04.2010;Low;39;778,62;Regular Air;Small Business;Small Pack;23.04.2010
6757;01.02.2012;Medium;27;869,78;Regular Air;Small Business;Small Box;03.02.2012
6757;01.02.2012;Medium;11;2503,008;Delivery Truck;Small Business;Jumbo Box;02.02.2012
7904;27.05.2010;Low;47;298,3;Express Air;Corporate;Small Box;05.06.2010
7909;03.01.2009;High;29;122,23;Regular Air;Home Office;Wrap Bag;04.01.2009
8614;04.06.2009;Low;13;1289,127;Regular Air;Corporate;Small Box;06.06.2009
9249;19.05.2010;High;46;176,5;Regular Air;Small Business;Small Pack;20.05.2010
9249;19.05.2010;High;42;1546,8;Regular Air;Small Business;Small Box;20.05.2010
9249;19.05.2010;High;35;3457,56;Delivery Truck;Small Business;Jumbo Box;21.05.2010
9639;05.09.2010;Not Specified;47;1124,3;Delivery Truck;Corporate;Jumbo Drum;07.09.2010
9639;05.09.2010;Not Specified;11;43,57;Regular Air;Corporate;Small Box;05.09.2010
9639;05.09.2010;Not Specified;23;2610,894;Regular Air;Corporate;Small Box;05.09.2010
9696;19.02.2011;Not Specified;15;110,15;Regular Air;Corporate;Small Box;21.02.2011
9696;19.02.2011;Not Specified;13;3335,27;Delivery Truck;Corporate;Jumbo Drum;21.02.2011
9888;12.09.2009;Low;48;8374,132;Regular Air;Corporate;Small Box;19.09.2009
10913;06.02.2010;Low;27;5149,06;Delivery Truck;Small Business;Jumbo Drum;06.02.2010
10981;14.05.2010;High;41;73,36;Regular Air;Home Office;Wrap Bag;16.05.2010
10981;14.05.2010;High;33;3630,146;Regular Air;Home Office;Small Box;16.05.2010
12707;29.05.2010;High;20;2213,92;Regular Air;Small Business;Medium Box;31.05.2010
13799;01.12.2010;Critical;5;118,06;Regular Air;Small Business;Small Pack;03.12.2010
13959;04.04.2009;Medium;47;228,46;Regular Air;Home Office;Small Box;06.04.2009
13959;04.04.2009;Medium;19;77,61;Express Air;Home Office;Wrap Bag;06.04.2009
14016;11.07.2012;Low;9;1137,62;Delivery Truck;Corporate;Jumbo Box;13.07.2012
14563;02.12.2011;Critical;31;953,0455;Regular Air;Corporate;Wrap Bag;03.12.2011
15428;09.02.2011;Critical;50;1444,96;Express Air;Small Business;Small Box;10.02.2011
15428;09.02.2011;Critical;10;941,6215;Regular Air;Small Business;Small Box;12.02.2011
16772;26.12.2012;High;38;95,71;Regular Air;Home Office;Small Box;28.12.2012
17573;04.09.2011;Low;47;21555,6;Delivery Truck;Small Business;Jumbo Drum;06.09.2011
18119;24.06.2009;Low;37;347,84;Regular Air;Consumer;Small Box;26.06.2009
18368;30.11.2012;Not Specified;3;212,91;Regular Air;Corporate;Small Box;02.12.2012
18368;30.11.2012;Not Specified;35;1275,61;Regular Air;Corporate;Wrap Bag;01.12.2012
18368;30.11.2012;Not Specified;3;5972,59;Delivery Truck;Corporate;Jumbo Drum;02.12.2012
19424;09.04.2011;Not Specified;29;60,68;Regular Air;Small Business;Small Box;09.04.2011
19424;09.04.2011;Not Specified;37;1129,055;Regular Air;Small Business;Small Box;10.04.2011
19425;24.09.2012;Not Specified;34;210,24;Regular Air;Home Office;Small Pack;25.09.2012
19812;02.04.2010;Low;3;1358,776;Delivery Truck;Home Office;Jumbo Box;07.04.2010
21510;08.05.2012;High;16;372,09;Express Air;Corporate;Small Pack;08.05.2012
21763;28.05.2012;Low;22;1239,4445;Regular Air;Small Business;Small Box;02.06.2012
22212;17.09.2010;Medium;19;116,22;Regular Air;Home Office;Small Box;18.09.2010
23046;06.10.2010;Critical;33;292,75;Regular Air;Corporate;Wrap Bag;08.10.2010
23172;24.04.2012;Low;13;1191,73;Regular Air;Home Office;Medium Box;29.04.2012
23585;31.10.2012;Critical;44;192,78;Regular Air;Home Office;Wrap Bag;01.11.2012
23906;20.09.2010;Critical;37;321,02;Express Air;Corporate;Small Box;21.09.2010
24583;09.08.2011;Critical;17;42,29;Regular Air;Corporate;Small Box;12.08.2011
25191;30.03.2011;Medium;42;4091,152;Regular Air;Small Business;Small Box;30.03.2011
25603;05.03.2011;Low;23;862,64;Regular Air;Corporate;Small Box;07.03.2011
25861;07.08.2012;High;44;23775,56;Delivery Truck;Small Business;Jumbo Drum;08.08.2012
26979;28.03.2012;Medium;43;337,01;Regular Air;Corporate;Wrap Bag;30.03.2012
26979;28.03.2012;Medium;50;6093,242;Regular Air;Corporate;Small Box;30.03.2012
27746;04.12.2010;Critical;3;87,09;Regular Air;Consumer;Small Box;05.12.2010
27746;04.12.2010;Critical;42;196,1;Regular Air;Consumer;Wrap Bag;05.12.2010
27844;29.06.2011;Low;1;11,08;Regular Air;Home Office;Small Box;06.07.2011
28097;13.05.2009;Medium;43;2438,7;Regular Air;Home Office;Medium Box;16.05.2009
28262;31.12.2010;Medium;26;299,11;Regular Air;Small Business;Small Box;01.01.2011
28519;22.06.2010;High;4;268,7105;Regular Air;Consumer;Wrap Bag;24.06.2010
29058;03.01.2010;High;33;28389,14;Delivery Truck;Consumer;Jumbo Box;05.01.2010
29187;31.07.2009;Low;5;142,3;Regular Air;Consumer;Small Box;04.08.2009
29187;31.07.2009;Low;8;21,93;Regular Air;Consumer;Small Box;04.08.2009
29187;31.07.2009;Low;35;26095,13;Delivery Truck;Consumer;Jumbo Drum;07.08.2009
29187;31.07.2009;Low;10;75,58;Regular Air;Consumer;Small Box;07.08.2009
29187;31.07.2009;Low;42;477,53;Regular Air;Consumer;Small Pack;04.08.2009
29317;02.10.2011;Not Specified;40;7789,63;Delivery Truck;Corporate;Jumbo Drum;04.10.2011
29317;02.10.2011;Not Specified;20;15703,82;Delivery Truck;Corporate;Jumbo Drum;03.10.2011
29317;02.10.2011;Not Specified;31;140,69;Regular Air;Corporate;Wrap Bag;02.10.2011
29988;12.06.2009;High;12;5177,4;Delivery Truck;Corporate;Jumbo Drum;14.06.2009
30051;20.03.2012;Not Specified;42;243,06;Regular Air;Home Office;Wrap Bag;21.03.2012
30211;07.06.2010;Medium;19;141,96;Regular Air;Small Business;Wrap Bag;08.06.2010
30401;18.10.2012;Medium;39;239,4;Regular Air;Corporate;Small Box;20.10.2012
30757;26.12.2010;Medium;5;21,32;Express Air;Home Office;Wrap Bag;26.12.2010
30757;26.12.2010;Medium;42;457,51;Regular Air;Home Office;Small Pack;27.12.2010
31237;29.07.2011;Not Specified;13;589,78;Regular Air;Small Business;Small Box;29.07.2011
32192;18.02.2012;Not Specified;4;159,256;Regular Air;Small Business;Small Box;18.02.2012
33568;21.07.2012;Medium;10;628,73;Regular Air;Small Business;Medium Box;22.07.2012
33568;21.07.2012;Medium;23;385,81;Express Air;Small Business;Small Box;22.07.2012
33634;31.08.2010;Not Specified;40;271,34;Regular Air;Small Business;Small Box;02.09.2010
33925;03.05.2011;Low;47;1488,86;Regular Air;Home Office;Small Box;07.05.2011
34338;30.06.2010;Low;26;1050,16;Express Air;Corporate;Small Box;05.07.2010
34374;30.06.2009;Low;42;344,57;Regular Air;Small Business;Small Pack;07.07.2009
34565;13.07.2009;Medium;47;4815,862;Regular Air;Consumer;Small Box;14.07.2009
34948;12.01.2010;Critical;15;1057,06;Delivery Truck;Home Office;Jumbo Drum;12.01.2010
35652;21.09.2010;Low;21;2251,56;Delivery Truck;Corporate;Jumbo Box;23.09.2010
36038;16.08.2012;High;26;95,26;Regular Air;Home Office;Wrap Bag;18.08.2012
36934;22.12.2009;Medium;7;1120,86;Express Air;Small Business;Medium Box;24.12.2009
36934;22.12.2009;Medium;2;11,51;Regular Air;Small Business;Wrap Bag;24.12.2009
36934;22.12.2009;Medium;45;6668,856;Delivery Truck;Small Business;Jumbo Box;23.12.2009
37440;23.06.2010;Not Specified;39;8407,08;Delivery Truck;Corporate;Jumbo Drum;24.06.2010
37542;20.07.2009;Medium;26;2546,5235;Express Air;Corporate;Small Box;22.07.2009
38146;07.12.2011;Low;45;341,39;Regular Air;Small Business;Small Box;11.12.2011
38178;29.08.2012;Medium;32;153,98;Regular Air;Small Business;Small Box;30.08.2012
38279;29.04.2012;Medium;1;11,64;Regular Air;Corporate;Wrap Bag;01.05.2012
38787;05.08.2011;Low;22;79,04;Regular Air;Consumer;Wrap Bag;05.08.2011
38791;14.03.2010;Low;24;1457,712;Delivery Truck;Home Office;Jumbo Box;21.03.2010
38817;20.05.2012;Not Specified;1;9,7;Regular Air;Consumer;Small Pack;21.05.2012
38887;24.10.2009;Critical;25;378,9;Regular Air;Consumer;Small Box;25.10.2009
38887;24.10.2009;Critical;50;264,05;Regular Air;Consumer;Wrap Bag;26.10.2009
38914;30.05.2012;Medium;43;447,12;Regular Air;Corporate;Small Box;31.05.2012
39072;22.02.2009;High;50;1633,37;Regular Air;Corporate;Small Box;23.02.2009
39652;04.05.2012;Low;5;14,61;Regular Air;Consumer;Small Box;06.05.2012
39652;04.05.2012;Low;4;665,7625;Regular Air;Consumer;Small Box;09.05.2012
39750;27.03.2009;High;7;140,59;Regular Air;Corporate;Medium Box;28.03.2009
40006;15.06.2009;Not Specified;35;157,99;Regular Air;Corporate;Small Box;17.06.2009
40006;15.06.2009;Not Specified;48;141,59;Regular Air;Corporate;Wrap Bag;16.06.2009
40770;16.04.2011;Low;19;217,69;Regular Air;Home Office;Medium Box;21.04.2011
40933;27.05.2012;High;37;95,43;Regular Air;Consumer;Wrap Bag;28.05.2012
42370;21.11.2011;High;33;125,27;Regular Air;Home Office;Small Box;23.11.2011
42436;09.08.2012;Critical;30;10994,74;Delivery Truck;Corporate;Jumbo Box;10.08.2012
42855;08.07.2011;Not Specified;17;135,38;Regular Air;Corporate;Medium Box;10.07.2011
43686;07.05.2011;Medium;16;1313,64;Regular Air;Corporate;Small Box;08.05.2011
44295;23.01.2010;Medium;47;4524,907;Regular Air;Home Office;Small Box;25.01.2010
44869;22.08.2012;Medium;43;283,18;Regular Air;Corporate;Small Box;24.08.2012
45511;21.08.2010;Low;31;951,31;Delivery Truck;Corporate;Jumbo Box;28.08.2010
46053;13.09.2012;High;25;1458,83;Regular Air;Consumer;Small Box;14.09.2012
46469;16.08.2009;Critical;17;1210,72;Delivery Truck;Corporate;Jumbo Drum;18.08.2009
46469;16.08.2009;Critical;18;93,26;Regular Air;Corporate;Small Box;18.08.2009
47207;18.12.2009;Low;15;437,87;Express Air;Consumer;Small Box;22.12.2009
48801;13.10.2012;High;43;2387,61;Regular Air;Home Office;Medium Box;13.10.2012
49954;27.02.2012;Critical;36;1921,1275;Regular Air;Home Office;Small Box;29.02.2012
50563;16.07.2011;High;2;423,04;Express Air;Small Business;Small Box;17.07.2011
50563;16.07.2011;High;20;2197,4115;Express Air;Small Business;Small Box;17.07.2011
50882;31.08.2010;High;37;366,84;Regular Air;Consumer;Small Pack;31.08.2010
51553;27.11.2011;Not Specified;3;21366,51;Regular Air;Small Business;Large Box;28.11.2011
51553;27.11.2011;Not Specified;34;320,04;Express Air;Small Business;Wrap Bag;29.11.2011
51553;27.11.2011;Not Specified;12;88,57;Regular Air;Small Business;Small Box;29.11.2011
51553;27.11.2011;Not Specified;13;73,97;Regular Air;Small Business;Small Box;30.11.2011
52199;26.01.2011;Medium;19;92,24;Regular Air;Corporate;Small Box;27.01.2011
52293;15.04.2011;High;4;31,14;Regular Air;Consumer;Small Box;16.04.2011
52839;11.04.2010;High;8;30,17;Regular Air;Home Office;Wrap Bag;11.04.2010
52839;11.04.2010;High;25;1158,601;Regular Air;Home Office;Small Pack;12.04.2010
53443;08.10.2011;Critical;35;1477,63;Regular Air;Consumer;Small Box;09.10.2011
53443;08.10.2011;Critical;3;19,46;Regular Air;Consumer;Small Box;10.10.2011
53443;08.10.2011;Critical;22;148,8;Regular Air;Consumer;Wrap Bag;09.10.2011
53767;26.08.2011;Not Specified;35;1131,15;Regular Air;Small Business;Small Box;27.08.2011
54787;24.02.2011;High;7;170,02;Regular Air;Home Office;Small Box;25.02.2011
55011;04.01.2012;Critical;48;452,28;Regular Air;Small Business;Wrap Bag;05.01.2012
55011;04.01.2012;Critical;18;55,82;Regular Air;Small Business;Wrap Bag;05.01.2012
55490;16.11.2009;Medium;3;246,2;Delivery Truck;Corporate;Jumbo Box;17.11.2009
56069;14.10.2012;Low;10;55,66;Regular Air;Corporate;Small Box;19.10.2012
56163;11.08.2009;Not Specified;3;119,9;Regular Air;Home Office;Wrap Bag;13.08.2009
56929;26.09.2011;High;22;205,88;Regular Air;Home Office;Small Pack;28.09.2011
57378;28.12.2009;Not Specified;9;266,27;Regular Air;Small Business;Small Pack;29.12.2009
57378;28.12.2009;Not Specified;10;38,44;Express Air;Small Business;Wrap Bag;28.12.2009
58914;09.04.2009;Low;46;99,94;Regular Air;Home Office;Small Pack;11.04.2009
58914;09.04.2009;Low;11;18,7;Regular Air;Home Office;Wrap Bag;16.04.2009
59586;07.03.2012;Low;25;167,23;Regular Air;Consumer;Small Box;11.03.2012
359;18.12.2009;Medium;30;3659,66;Delivery Truck;Corporate;Jumbo Box;19.12.2009
832;18.04.2012;Low;7;53,46;Regular Air;Corporate;Small Box;22.04.2012
1383;26.04.2010;High;43;17129,97;Regular Air;Consumer;Small Box;27.04.2010
2433;21.08.2009;Not Specified;14;24105,87;Delivery Truck;Corporate;Jumbo Drum;21.08.2009
2659;17.12.2010;Not Specified;50;881,65;Regular Air;Corporate;Small Box;19.12.2010
3172;02.06.2012;Not Specified;33;584,511;Regular Air;Consumer;Small Pack;04.06.2012
4199;12.02.2012;Critical;43;639,71;Express Air;Corporate;Wrap Bag;13.02.2012
5347;21.02.2011;Medium;7;525,555;Regular Air;Corporate;Small Pack;23.02.2011
5347;21.02.2011;Medium;39;276,029;Regular Air;Corporate;Medium Box;24.02.2011
5347;21.02.2011;Medium;1;187,204;Regular Air;Corporate;Small Box;22.02.2011
5764;02.10.2010;Not Specified;23;193,79;Regular Air;Small Business;Small Box;03.10.2010
5860;19.02.2012;Not Specified;12;56,73;Regular Air;Consumer;Wrap Bag;21.02.2012
6117;21.12.2012;Critical;7;157,03;Regular Air;Home Office;Small Pack;22.12.2012
7077;21.12.2011;High;14;304,52;Regular Air;Consumer;Medium Box;23.12.2011
7142;21.07.2011;Critical;36;132,86;Regular Air;Corporate;Small Box;23.07.2011
7398;01.06.2009;Not Specified;6;55,77;Regular Air;Corporate;Wrap Bag;04.06.2009
7398;01.06.2009;Not Specified;34;2181,44;Regular Air;Corporate;Large Box;03.06.2009
7431;01.05.2009;Medium;33;78,81;Regular Air;Consumer;Small Pack;02.05.2009
8005;05.04.2012;Critical;24;790,63;Regular Air;Small Business;Small Box;07.04.2012
8165;15.10.2009;Low;35;183,45;Regular Air;Corporate;Small Box;24.10.2009
8902;19.06.2011;High;27;180,46;Regular Air;Consumer;Small Box;21.06.2011
9187;21.08.2009;High;40;174,64;Regular Air;Small Business;Small Box;22.08.2009
9187;21.08.2009;High;8;994,228;Regular Air;Small Business;Small Box;23.08.2009
9219;28.09.2009;Low;24;1239,81;Regular Air;Consumer;Small Box;03.10.2009
9219;28.09.2009;Low;41;273,32;Regular Air;Consumer;Small Box;30.09.2009
9573;13.06.2012;Medium;21;146,25;Express Air;Home Office;Wrap Bag;14.06.2012
9762;03.01.2009;High;12;262,76;Regular Air;Home Office;Medium Box;04.01.2009
10663;23.05.2009;High;40;104,39;Regular Air;Home Office;Small Box;23.05.2009
10917;10.02.2012;Critical;14;1281,358;Express Air;Corporate;Small Box;12.02.2012
11648;09.04.2011;Low;1;32,51;Regular Air;Corporate;Small Pack;16.04.2011
11648;09.04.2011;Low;33;570,51;Regular Air;Corporate;Small Box;09.04.2011
11972;03.01.2009;Not Specified;4;896,49;Delivery Truck;Corporate;Jumbo Drum;05.01.2009
12641;22.02.2011;Low;2;107,12;Regular Air;Home Office;Small Box;28.02.2011
12641;22.02.2011;Low;25;676,24;Regular Air;Home Office;Small Box;26.02.2011
12641;22.02.2011;Low;24;3668,6;Regular Air;Home Office;Small Box;26.02.2011
14018;06.06.2010;High;30;160,68;Express Air;Consumer;Small Box;06.06.2010
14916;27.02.2009;Low;16;1685,941;Express Air;Corporate;Small Box;01.03.2009
15300;08.02.2011;High;42;229,88;Express Air;Home Office;Small Box;10.02.2011
15425;25.07.2011;Low;29;2896,14;Express Air;Home Office;Small Box;29.07.2011
16390;24.03.2012;Medium;8;86,38;Regular Air;Consumer;Small Pack;26.03.2012
16805;30.12.2011;Low;29;852,75;Regular Air;Corporate;Small Box;01.01.2012
16805;30.12.2011;Low;26;172,33;Regular Air;Corporate;Small Box;01.01.2012
17155;28.01.2009;Medium;36;267,53;Express Air;Home Office;Wrap Bag;29.01.2009
17155;28.01.2009;Medium;31;1065,26;Express Air;Home Office;Large Box;28.01.2009
18496;15.05.2009;High;30;991,01;Regular Air;Corporate;Small Box;16.05.2009
18496;15.05.2009;High;29;1267,42;Regular Air;Corporate;Small Box;18.05.2009
18688;05.03.2011;Not Specified;49;14346,73;Regular Air;Home Office;Small Box;07.03.2011
18688;05.03.2011;Not Specified;15;40,34;Regular Air;Home Office;Small Box;07.03.2011
18688;05.03.2011;Not Specified;41;3951,6755;Regular Air;Home Office;Small Box;06.03.2011
19140;30.09.2009;Medium;47;314;Regular Air;Corporate;Small Box;01.10.2009
19140;30.09.2009;Medium;50;155,54;Regular Air;Corporate;Wrap Bag;01.10.2009
19175;19.08.2009;Low;19;1133,4495;Regular Air;Consumer;Small Box;26.08.2009
19457;12.07.2009;High;34;203,49;Regular Air;Corporate;Small Box;13.07.2009
19457;12.07.2009;High;33;5638,798;Express Air;Corporate;Small Box;14.07.2009
19745;18.12.2012;High;25;1071,77;Regular Air;Small Business;Wrap Bag;19.12.2012
19745;18.12.2012;High;29;8635,61;Regular Air;Small Business;Small Box;19.12.2012
19745;18.12.2012;High;2;63,96;Regular Air;Small Business;Small Pack;20.12.2012
19745;18.12.2012;High;50;833;Regular Air;Small Business;Small Box;19.12.2012
20741;30.10.2010;Low;43;1711,02;Regular Air;Corporate;Small Pack;06.11.2010
23746;15.12.2010;High;10;408,23;Regular Air;Home Office;Small Pack;16.12.2010
24705;15.09.2011;Critical;34;260,51;Regular Air;Consumer;Small Box;17.09.2011
24705;15.09.2011;Critical;15;466,28;Regular Air;Consumer;Small Pack;17.09.2011
25028;05.01.2011;Critical;5;477,39;Delivery Truck;Home Office;Jumbo Box;06.01.2011
25028;05.01.2011;Critical;14;552,08;Express Air;Home Office;Wrap Bag;07.01.2011
25063;29.06.2009;Not Specified;24;711,875;Regular Air;Home Office;Small Pack;29.06.2009
25412;06.06.2011;Not Specified;18;129,77;Regular Air;Corporate;Small Box;08.06.2011
26627;30.10.2009;Medium;25;38,37;Regular Air;Home Office;Wrap Bag;30.10.2009
26947;04.06.2010;High;4;467,15;Delivery Truck;Corporate;Jumbo Drum;07.06.2010
27138;30.05.2012;High;31;2976,21;Delivery Truck;Home Office;Jumbo Box;01.06.2012
27138;30.05.2012;High;37;1894,1655;Regular Air;Home Office;Small Box;01.06.2012
27939;10.04.2012;Medium;8;60,17;Regular Air;Corporate;Small Box;12.04.2012
28544;28.08.2012;Critical;24;68,5;Regular Air;Consumer;Small Box;29.08.2012
30343;21.05.2012;Critical;48;1556,42;Regular Air;Corporate;Small Box;22.05.2012
30343;21.05.2012;Critical;28;130,28;Regular Air;Corporate;Small Box;23.05.2012
30403;10.07.2012;High;41;305,01;Express Air;Home Office;Small Box;12.07.2012
30403;10.07.2012;High;24;3583,52;Regular Air;Home Office;Small Box;11.07.2012
31844;02.07.2011;Not Specified;14;2085,93;Delivery Truck;Small Business;Jumbo Box;02.07.2011
32449;09.12.2012;Critical;39;277,58;Regular Air;Corporate;Small Box;10.12.2012
32449;09.12.2012;Critical;12;4887,14;Delivery Truck;Corporate;Jumbo Box;10.12.2012
32449;09.12.2012;Critical;44;7195,2585;Express Air;Corporate;Small Box;10.12.2012
32800;21.01.2009;Not Specified;33;11336,37;Delivery Truck;Home Office;Jumbo Drum;22.01.2009
32800;21.01.2009;Not Specified;19;354,13;Regular Air;Home Office;Small Box;22.01.2009
32800;21.01.2009;Not Specified;40;751,94;Regular Air;Home Office;Small Box;23.01.2009
33824;02.03.2011;Critical;19;50,99;Regular Air;Corporate;Wrap Bag;03.03.2011
34179;02.11.2011;Not Specified;21;293,27;Regular Air;Corporate;Small Pack;04.11.2011
34245;07.02.2010;Medium;42;189,22;Regular Air;Consumer;Small Box;08.02.2010
35046;24.07.2010;Medium;21;151,86;Express Air;Corporate;Small Box;24.07.2010
35046;24.07.2010;Medium;13;3583,87;Delivery Truck;Corporate;Jumbo Drum;25.07.2010
35046;24.07.2010;Medium;45;4951,36;Express Air;Corporate;Medium Box;25.07.2010
35684;03.08.2011;Low;10;910,98;Regular Air;Corporate;Medium Box;08.08.2011
36101;20.08.2012;High;3;446,05;Delivery Truck;Corporate;Jumbo Box;21.08.2012
36387;07.11.2011;High;32;616,39;Regular Air;Corporate;Small Pack;10.11.2011
36455;19.02.2009;High;48;1838,19;Regular Air;Consumer;Small Pack;21.02.2009
36673;13.09.2010;Low;20;984,6315;Regular Air;Home Office;Small Pack;20.09.2010
36704;16.06.2011;High;43;134,33;Express Air;Home Office;Wrap Bag;17.06.2011
36704;16.06.2011;High;19;70,32;Regular Air;Home Office;Small Pack;18.06.2011
37218;19.12.2010;High;29;1768,13;Regular Air;Corporate;Small Box;21.12.2010
37218;19.12.2010;High;23;147,05;Regular Air;Corporate;Small Box;20.12.2010
38311;23.04.2011;Medium;9;1201,51;Express Air;Consumer;Small Box;25.04.2011
38438;31.05.2011;Critical;16;621,93;Regular Air;Home Office;Small Box;02.06.2011
38438;31.05.2011;Critical;17;121,09;Regular Air;Home Office;Small Box;01.06.2011
39301;22.03.2009;Medium;4;33,54;Regular Air;Corporate;Small Pack;24.03.2009
40007;30.08.2012;Not Specified;45;188,77;Regular Air;Home Office;Wrap Bag;01.09.2012
40065;17.02.2012;High;49;21141,07;Regular Air;Consumer;Large Box;18.02.2012
40065;17.02.2012;High;4;76,8655;Express Air;Consumer;Wrap Bag;18.02.2012
40102;03.02.2011;Medium;46;412,37;Express Air;Corporate;Small Box;05.02.2011
40357;21.07.2012;Not Specified;4;240,49;Regular Air;Home Office;Small Box;22.07.2012
41123;06.12.2010;Low;27;322,46;Regular Air;Small Business;Small Box;11.12.2010
41794;27.05.2011;Critical;48;836,59;Regular Air;Home Office;Small Box;28.05.2011
41794;27.05.2011;Critical;21;58,14;Regular Air;Home Office;Wrap Bag;29.05.2011
41794;27.05.2011;Critical;49;891,6075;Regular Air;Home Office;Medium Box;29.05.2011
42725;02.05.2011;Medium;18;231,06;Regular Air;Corporate;Small Box;03.05.2011
43296;03.03.2012;Medium;41;1665,81;Regular Air;Corporate;Small Box;04.03.2012
44294;03.06.2009;Low;15;107,86;Express Air;Consumer;Small Box;10.06.2009
44294;03.06.2009;Low;13;305,6;Delivery Truck;Consumer;Jumbo Drum;03.06.2009
44294;03.06.2009;Low;8;447,0405;Regular Air;Consumer;Small Box;05.06.2009
44391;10.01.2009;Not Specified;16;112,81;Regular Air;Corporate;Small Box;11.01.2009
47456;31.05.2012;Low;43;277,08;Regular Air;Corporate;Small Box;07.06.2012
47778;14.02.2010;Critical;12;174,11;Regular Air;Corporate;Wrap Bag;16.02.2010
47974;31.08.2009;Medium;6;18,02;Regular Air;Corporate;Wrap Bag;02.09.2009
48486;12.05.2011;High;42;271,14;Regular Air;Corporate;Small Box;14.05.2011
48775;06.09.2009;Low;17;108,11;Regular Air;Corporate;Small Box;08.09.2009
49218;04.06.2010;Low;21;86,64;Regular Air;Corporate;Small Box;04.06.2010
